66.249.66.92 - - [18/Feb/2022:02:27:26 -0800] "GET /ads.txt HTTP/1.1" 404 328 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
82.80.249.137 - - [18/Feb/2022:15:48:12 -0800] "GET /self.logs/access.log.2021-10-30.gz HTTP/1.1" 200 22523 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2227.0 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:15:48:12 -0800] "GET /self.logs/access.log.2021-10-28 HTTP/1.1" 200 307 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.68 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:15:48:12 -0800] "GET /self.logs/access.log.2021-10-31.gz HTTP/1.1" 200 37810 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:26.0) Gecko/20100101 Firefox/26.0" 
82.80.249.137 - - [18/Feb/2022:15:48:12 -0800] "GET /self.logs/access.log.2021-10-29.gz HTTP/1.1" 200 19532 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko" 
82.80.249.137 - - [18/Feb/2022:15:48:12 -0800] "GET /self.logs/access.log.2021-11-01.gz HTTP/1.1" 200 42392 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; rv:26.0) Gecko/20100101 Firefox/26.0" 
82.80.249.137 - - [18/Feb/2022:15:48:13 -0800] "GET /self.logs/access.log.2021-11-02.gz HTTP/1.1" 200 54654 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.73.11 (KHTML, like Gecko) Version/6.1.1 Safari/537.73.11" 
82.80.249.137 - - [18/Feb/2022:15:48:13 -0800] "GET /self.logs/access.log.2021-11-04.gz HTTP/1.1" 200 26734 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0" 
82.80.249.137 - - [18/Feb/2022:15:48:13 -0800] "GET /self.logs/access.log.2021-11-03.gz HTTP/1.1" 200 30520 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2227.0 Safari/537.36" 
85.208.98.51 - - [18/Feb/2022:15:48:13 -0800] "GET /robots.txt HTTP/1.1" 200 333 "-" "Mozilla/5.0 (compatible; SemrushBot-BM/1.0; +http://www.semrush.com/bot.html)" 
82.80.249.137 - - [18/Feb/2022:15:48:13 -0800] "GET /self.logs/access.log.2021-11-05.gz HTTP/1.1" 200 19474 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9) AppleWebKit/537.71 (KHTML, like Gecko) Version/7.0 Safari/537.71" 
82.80.249.137 - - [18/Feb/2022:15:48:13 -0800] "GET /self.logs/access.log.2021-11-07.gz HTTP/1.1" 200 37274 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.91 Safari/534.30" 
82.80.249.137 - - [18/Feb/2022:15:48:13 -0800] "GET /self.logs/access.log.2021-11-06.gz HTTP/1.1" 200 18804 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)" 
82.80.249.137 - - [18/Feb/2022:15:48:13 -0800] "GET /self.logs/access.log.2021-11-08.gz HTTP/1.1" 200 33345 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:33.0) Gecko/20100101 Firefox/33.0" 
82.80.249.137 - - [18/Feb/2022:15:48:14 -0800] "GET /self.logs/access.log.2021-11-09.gz HTTP/1.1" 200 29954 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:25.0) Gecko/20100101 Firefox/25.0" 
82.80.249.137 - - [18/Feb/2022:15:48:14 -0800] "GET /self.logs/access.log.2021-11-10.gz HTTP/1.1" 200 17038 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:26.0) Gecko/20100101 Firefox/26.0" 
82.80.249.137 - - [18/Feb/2022:15:48:14 -0800] "GET /self.logs/access.log.2021-11-11.gz HTTP/1.1" 200 19975 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1" 
82.80.249.137 - - [18/Feb/2022:15:48:14 -0800] "GET /self.logs/access.log.2021-11-12.gz HTTP/1.1" 200 15776 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:36.0) Gecko/20100101 Firefox/36.0" 
82.80.249.137 - - [18/Feb/2022:15:48:14 -0800] "GET /self.logs/access.log.2021-11-13.gz HTTP/1.1" 200 19014 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:26.0) Gecko/20100101 Firefox/26.0" 
82.80.249.137 - - [18/Feb/2022:15:48:14 -0800] "GET /self.logs/access.log.2021-11-14.gz HTTP/1.1" 200 11297 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.73.11 (KHTML, like Gecko) Version/7.0.1 Safari/537.73.11" 
82.80.249.137 - - [18/Feb/2022:15:48:15 -0800] "GET /self.logs/access.log.2021-11-15.gz HTTP/1.1" 200 22530 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:15:48:15 -0800] "GET /self.logs/access.log.2021-11-16.gz HTTP/1.1" 200 16460 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:15:48:15 -0800] "GET /self.logs/access.log.2021-11-18.gz HTTP/1.1" 200 12499 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:15:48:15 -0800] "GET /self.logs/access.log.2021-11-19.gz HTTP/1.1" 200 17130 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0" 
82.80.249.137 - - [18/Feb/2022:15:48:15 -0800] "GET /self.logs/access.log.2021-11-17.gz HTTP/1.1" 200 17897 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko" 
82.80.249.137 - - [18/Feb/2022:15:48:16 -0800] "GET /self.logs/access.log.2021-11-20.gz HTTP/1.1" 200 23015 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.2; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0" 
82.80.249.137 - - [18/Feb/2022:15:48:16 -0800] "GET /self.logs/access.log.2021-11-23.gz HTTP/1.1" 200 21151 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:15:48:16 -0800] "GET /self.logs/access.log.2021-11-21.gz HTTP/1.1" 200 27526 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.91 Safari/534.30" 
82.80.249.137 - - [18/Feb/2022:15:48:16 -0800] "GET /self.logs/access.log.2021-11-22.gz HTTP/1.1" 200 24031 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:15:48:16 -0800] "GET /self.logs/access.log.2021-11-24.gz HTTP/1.1" 200 17889 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2227.0 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:15:48:16 -0800] "GET /self.logs/access.log.2021-11-25.gz HTTP/1.1" 200 13489 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
82.80.249.137 - - [18/Feb/2022:15:48:16 -0800] "GET /self.logs/access.log.2021-11-26.gz HTTP/1.1" 200 11817 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.73.11 (KHTML, like Gecko) Version/6.1.1 Safari/537.73.11" 
82.80.249.137 - - [18/Feb/2022:15:48:16 -0800] "GET /self.logs/access.log.2021-11-27.gz HTTP/1.1" 200 14056 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0" 
82.80.249.137 - - [18/Feb/2022:15:48:18 -0800] "GET /self.logs/access.log.2021-11-28.gz HTTP/1.1" 200 16787 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:15:48:18 -0800] "GET /self.logs/access.log.2021-11-29.gz HTTP/1.1" 200 19909 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0" 
82.80.249.137 - - [18/Feb/2022:15:48:18 -0800] "GET /self.logs/access.log.2021-11-30.gz HTTP/1.1" 200 20476 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (compatible, MSIE 11, Windows NT 6.3; Trident/7.0; rv:11.0) like Gecko" 
82.80.249.137 - - [18/Feb/2022:15:48:18 -0800] "GET /self.logs/access.log.2021-12-01.gz HTTP/1.1" 200 15716 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:15:48:19 -0800] "GET /self.logs/access.log.2021-12-02.gz HTTP/1.1" 200 15929 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko" 
82.80.249.137 - - [18/Feb/2022:15:48:19 -0800] "GET /self.logs/access.log.2021-12-04.gz HTTP/1.1" 200 24922 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0" 
82.80.249.137 - - [18/Feb/2022:15:48:19 -0800] "GET /self.logs/access.log.2021-12-03.gz HTTP/1.1" 200 32486 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.72 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:15:48:19 -0800] "GET /self.logs/access.log.2021-12-05.gz HTTP/1.1" 200 32045 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)" 
82.80.249.137 - - [18/Feb/2022:15:48:20 -0800] "GET /self.logs/access.log.2021-12-06.gz HTTP/1.1" 200 27840 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.71 (KHTML, like Gecko) Version/6.1 Safari/537.71" 
82.80.249.137 - - [18/Feb/2022:15:48:21 -0800] "GET /self.logs/access.log.2021-12-07.gz HTTP/1.1" 200 16758 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:36.0) Gecko/20100101 Firefox/36.0" 
82.80.249.137 - - [18/Feb/2022:15:48:21 -0800] "GET /self.logs/access.log.2021-12-08.gz HTTP/1.1" 200 13825 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:15:48:22 -0800] "GET /self.logs/access.log.2021-12-09.gz HTTP/1.1" 200 12868 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" 
82.80.249.137 - - [18/Feb/2022:15:48:23 -0800] "GET /self.logs/access.log.2021-12-10.gz HTTP/1.1" 200 9482 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:15:48:23 -0800] "GET /self.logs/access.log.2021-12-11.gz HTTP/1.1" 200 9189 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:15:48:23 -0800] "GET /self.logs/access.log.2021-12-13.gz HTTP/1.1" 200 19176 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.73.11 (KHTML, like Gecko) Version/7.0.1 Safari/537.73.11" 
82.80.249.137 - - [18/Feb/2022:15:48:23 -0800] "GET /self.logs/access.log.2021-12-12.gz HTTP/1.1" 200 11221 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0" 
82.80.249.137 - - [18/Feb/2022:15:48:24 -0800] "GET /self.logs/access.log.2021-12-14.gz HTTP/1.1" 200 17341 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.3) Gecko/20100101 Firefox/27.3" 
82.80.249.137 - - [18/Feb/2022:15:48:24 -0800] "GET /self.logs/access.log.2021-12-16.gz HTTP/1.1" 200 42798 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" 
82.80.249.137 - - [18/Feb/2022:15:48:24 -0800] "GET /self.logs/access.log.2021-12-17.gz HTTP/1.1" 200 14253 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:15:48:24 -0800] "GET /self.logs/access.log.2021-12-15.gz HTTP/1.1" 200 78840 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:15:48:25 -0800] "GET /self.logs/access.log.2021-12-18.gz HTTP/1.1" 200 31427 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.71 (KHTML, like Gecko) Version/6.1 Safari/537.71" 
82.80.249.137 - - [18/Feb/2022:15:48:25 -0800] "GET /self.logs/access.log.2021-12-19.gz HTTP/1.1" 200 23582 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0" 
82.80.249.137 - - [18/Feb/2022:15:48:25 -0800] "GET /self.logs/access.log.2021-12-21.gz HTTP/1.1" 200 13351 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:15:48:25 -0800] "GET /self.logs/access.log.2021-12-20.gz HTTP/1.1" 200 14378 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:27.0) Gecko/20100101 Firefox/27.0" 
82.80.249.137 - - [18/Feb/2022:15:48:25 -0800] "GET /self.logs/access.log.2021-12-22.gz HTTP/1.1" 200 14618 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:15:48:26 -0800] "GET /self.logs/access.log.2021-12-23.gz HTTP/1.1" 200 11340 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.10" 
82.80.249.137 - - [18/Feb/2022:15:48:26 -0800] "GET /self.logs/access.log.2021-12-24.gz HTTP/1.1" 200 10160 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:15:48:26 -0800] "GET /self.logs/access.log.2021-12-25.gz HTTP/1.1" 200 9818 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.68 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:15:48:26 -0800] "GET /self.logs/access.log.2021-12-26.gz HTTP/1.1" 200 13454 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0" 
82.80.249.137 - - [18/Feb/2022:15:48:26 -0800] "GET /self.logs/access.log.2021-12-27.gz HTTP/1.1" 200 16991 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9) AppleWebKit/537.71 (KHTML, like Gecko) Version/7.0 Safari/537.71" 
82.80.249.137 - - [18/Feb/2022:15:48:26 -0800] "GET /self.logs/access.log.2021-12-28.gz HTTP/1.1" 200 22103 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)" 
82.80.249.137 - - [18/Feb/2022:15:48:26 -0800] "GET /self.logs/access.log.2021-12-29.gz HTTP/1.1" 200 25752 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0" 
82.80.249.137 - - [18/Feb/2022:15:48:27 -0800] "GET /self.logs/access.log.2021-12-30.gz HTTP/1.1" 200 29392 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:15:48:27 -0800] "GET /self.logs/access.log.2021-12-31.gz HTTP/1.1" 200 13205 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0" 
82.80.249.137 - - [18/Feb/2022:15:48:27 -0800] "GET /self.logs/access.log.2022-01-01.gz HTTP/1.1" 200 33454 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)" 
82.80.249.137 - - [18/Feb/2022:15:48:27 -0800] "GET /self.logs/access.log.2022-01-02.gz HTTP/1.1" 200 22954 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:15:48:28 -0800] "GET /self.logs/access.log.2022-01-03.gz HTTP/1.1" 200 16449 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/31.0.1650.63 Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:15:48:28 -0800] "GET /self.logs/access.log.2022-01-04.gz HTTP/1.1" 200 20165 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1" 
82.80.249.137 - - [18/Feb/2022:15:48:28 -0800] "GET /self.logs/access.log.2022-01-06.gz HTTP/1.1" 200 13319 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:15:48:28 -0800] "GET /self.logs/access.log.2022-01-05.gz HTTP/1.1" 200 13173 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; rv:24.0) Gecko/20100101 Firefox/24.0" 
82.80.249.137 - - [18/Feb/2022:15:48:29 -0800] "GET /self.logs/access.log.2022-01-08.gz HTTP/1.1" 200 10638 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:15:48:29 -0800] "GET /self.logs/access.log.2022-01-07.gz HTTP/1.1" 200 12798 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.71 (KHTML, like Gecko) Version/6.1 Safari/537.71" 
82.80.249.137 - - [18/Feb/2022:15:48:29 -0800] "GET /self.logs/access.log.2022-01-09.gz HTTP/1.1" 200 18592 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:26.0) Gecko/20100101 Firefox/26.0" 
82.80.249.137 - - [18/Feb/2022:15:48:29 -0800] "GET /self.logs/access.log.2022-01-10.gz HTTP/1.1" 200 18704 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0" 
82.80.249.137 - - [18/Feb/2022:15:48:29 -0800] "GET /self.logs/access.log.2022-01-11.gz HTTP/1.1" 200 16544 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:15:48:29 -0800] "GET /self.logs/access.log.2022-01-13.gz HTTP/1.1" 200 15319 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:15:48:29 -0800] "GET /self.logs/access.log.2022-01-12.gz HTTP/1.1" 200 12381 "http://www.secrepo.com/self.logs/" "Mozilla/6.0 (compatible)" 
82.80.249.137 - - [18/Feb/2022:15:48:29 -0800] "GET /self.logs/access.log.2022-01-14.gz HTTP/1.1" 200 12768 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2227.0 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:15:48:30 -0800] "GET /self.logs/access.log.2022-01-15.gz HTTP/1.1" 200 15971 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.72 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:15:48:31 -0800] "GET /self.logs/access.log.2022-01-17.gz HTTP/1.1" 200 14040 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.73.11 (KHTML, like Gecko) Version/7.0.1 Safari/537.73.11" 
82.80.249.137 - - [18/Feb/2022:15:48:31 -0800] "GET /self.logs/access.log.2022-01-16.gz HTTP/1.1" 200 14495 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0" 
82.80.249.137 - - [18/Feb/2022:15:48:32 -0800] "GET /self.logs/access.log.2022-01-18.gz HTTP/1.1" 200 11513 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:26.0) Gecko/20100101 Firefox/26.0" 
82.80.249.137 - - [18/Feb/2022:15:48:32 -0800] "GET /self.logs/access.log.2022-01-19.gz HTTP/1.1" 200 17251 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2227.0 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:15:48:32 -0800] "GET /self.logs/access.log.2022-01-21.gz HTTP/1.1" 200 23391 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.73.11 (KHTML, like Gecko) Version/6.1.1 Safari/537.73.11" 
82.80.249.137 - - [18/Feb/2022:15:48:32 -0800] "GET /self.logs/access.log.2022-01-20.gz HTTP/1.1" 200 13475 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0" 
82.80.249.137 - - [18/Feb/2022:15:48:32 -0800] "GET /self.logs/access.log.2022-01-24.gz HTTP/1.1" 200 13352 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; rv:24.0) Gecko/20100101 Firefox/24.0" 
82.80.249.137 - - [18/Feb/2022:15:48:32 -0800] "GET /self.logs/access.log.2022-01-22.gz HTTP/1.1" 200 17352 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:15:48:32 -0800] "GET /self.logs/access.log.2022-01-25.gz HTTP/1.1" 200 12051 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:15:48:32 -0800] "GET /self.logs/access.log.2022-01-23.gz HTTP/1.1" 200 14909 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; rv:11.0) like Gecko" 
82.80.249.137 - - [18/Feb/2022:15:48:33 -0800] "GET /self.logs/access.log.2022-01-27.gz HTTP/1.1" 200 12547 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
