207.46.13.54 - - [03/May/2024:02:14:11 -0700] "GET /self.logs/error.log.2022-11-17.gz HTTP/1.1" 200 914 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36" 
111.202.101.110 - - [03/May/2024:02:52:23 -0700] "GET / HTTP/1.1" 200 49096 "-" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
101.229.30.84 - - [03/May/2024:03:09:57 -0700] "GET /maccdc2012/notice.log.gz HTTP/1.1" 200 20797 "-" "Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/4.0)" 
171.93.96.194 - - [03/May/2024:03:09:57 -0700] "GET /maccdc2012/smtp.log.gz HTTP/1.1" 200 6956 "-" "Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 10.0; Trident/5.1)" 
122.5.222.67 - - [03/May/2024:03:09:57 -0700] "GET /maccdc2012/tunnel.log.gz HTTP/1.1" 200 5282 "-" "Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_4 rv:3.0; vi-VN) AppleWebKit/534.36.7 (KHTML, like Gecko) Version/4.1 Safari/534.36.7" 
144.52.49.27 - - [03/May/2024:03:10:01 -0700] "GET /maccdc2012/signatures.log.gz HTTP/1.1" 200 668 "-" "Opera/9.51.(X11; Linux i686; brx-IN) Presto/2.9.164 Version/12.00" 
74.125.212.7 - - [03/May/2024:03:17:20 -0700] "GET /honeypot/Honeypot%20-%20Howto.pdf HTTP/1.1" 200 1279529 "-" "Mozilla/5.0 (compatible; Google AppsViewer; http://drive.google.com)" 
207.46.13.78 - - [03/May/2024:03:17:34 -0700] "GET /self.logs/access.log.2022-08-15.gz HTTP/1.1" 200 14902 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36" 
207.46.13.127 - - [03/May/2024:03:29:17 -0700] "GET /self.logs/error.log.2022-01-15.gz HTTP/1.1" 200 3908 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36" 
114.119.157.24 - - [03/May/2024:03:31:08 -0700] "GET /self.logs/error.log.2020-09-19 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
209.97.188.4 - - [03/May/2024:03:35:24 -0700] "GET /wp-content/themes/xstore/js/portfolio.min.js HTTP/1.1" 301 507 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36" 
209.97.188.4 - - [03/May/2024:03:35:25 -0700] "GET /wp-content/themes/xstore/js/portfolio.min.js HTTP/1.1" 404 284 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36" 
51.222.253.6 - - [03/May/2024:03:41:47 -0700] "GET /robots.txt HTTP/1.1" 200 333 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" 
51.222.253.10 - - [03/May/2024:03:41:49 -0700] "GET /Datasets%20Description/HTML_Bro_log_1/irc.html HTTP/1.1" 200 1737 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" 
114.119.142.8 - - [03/May/2024:03:51:27 -0700] "GET /self.logs/error.log.2020-07-26 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
114.119.142.8 - - [03/May/2024:03:52:55 -0700] "GET /Datasets%20Description/Network/?C=N%3BO%3DD HTTP/1.1" 200 769 "https://www.secrepo.com/Datasets%20Description/Network?C=M%3BO%3DA" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
47.128.152.78 - - [03/May/2024:03:52:59 -0700] "GET / HTTP/1.1" 200 13140 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36" 
47.128.152.78 - - [03/May/2024:03:52:59 -0700] "GET /css/style.css HTTP/1.1" 404 250 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36" 
47.128.152.78 - - [03/May/2024:03:57:34 -0700] "GET /self.logs/ HTTP/1.1" 200 49543 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36" 
47.128.152.78 - - [03/May/2024:03:58:10 -0700] "GET /self.logs/ HTTP/1.1" 200 49543 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36" 
47.128.152.78 - - [03/May/2024:03:58:36 -0700] "GET /self.logs/2016/ HTTP/1.1" 200 7816 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36" 
47.128.152.78 - - [03/May/2024:04:06:03 -0700] "GET /squid/access.log.gz HTTP/1.1" 200 23100627 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36" 
114.119.137.143 - - [03/May/2024:04:06:27 -0700] "GET /self.logs/error.log.2021-01-18 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
114.119.155.236 - - [03/May/2024:04:07:52 -0700] "GET /self.logs/error.log.2020-06-05 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
43.156.167.133 - - [03/May/2024:04:09:29 -0700] "GET / HTTP/1.1" 200 13146 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.192 Safari/537.36" 
95.213.141.126 - - [03/May/2024:04:13:24 -0700] "GET / HTTP/1.1" 200 13139 "-" "Opera/9.80 (Windows NT 6.1; WOW64; U; ru) Presto/2.10.289 Version/12.01" 
95.213.141.126 - - [03/May/2024:04:13:25 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 669 "-" "Opera/9.80 (Windows NT 6.1; WOW64; U; ru) Presto/2.10.289 Version/12.01" 
114.119.150.155 - - [03/May/2024:04:22:12 -0700] "GET /self.logs/error.log.2020-08-02 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
51.222.253.12 - - [03/May/2024:04:23:31 -0700] "GET /self.logs/ HTTP/1.1" 200 49543 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" 
114.119.150.155 - - [03/May/2024:04:44:12 -0700] "GET /self.logs/error.log.2020-11-28 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
114.119.140.107 - - [03/May/2024:04:45:40 -0700] "GET /self.logs/error.log.2020-03-30 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
43.228.124.128 - - [03/May/2024:05:01:54 -0700] "GET / HTTP/1.1" 200 13183 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4280.67 Safari/537.36 Edg/97.0.664.52" 
103.131.71.215 - - [03/May/2024:05:05:30 -0700] "GET /robots.txt HTTP/1.1" 301 458 "-" "Mozilla/5.0 (compatible; coccocbot-image/1.0; +http://help.coccoc.com/searchengine)" 
103.131.71.215 - - [03/May/2024:05:05:33 -0700] "GET /robots.txt HTTP/1.1" 200 340 "-" "Mozilla/5.0 (compatible; coccocbot-image/1.0; +http://help.coccoc.com/searchengine)" 
51.222.253.1 - - [03/May/2024:05:06:21 -0700] "GET / HTTP/1.1" 200 13139 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" 
111.180.202.158 - - [03/May/2024:05:13:17 -0700] "GET / HTTP/1.1" 200 13183 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4280.67 Safari/537.36 Edg/97.0.664.52" 
195.191.219.131 - - [03/May/2024:05:22:51 -0700] "GET /robots.txt HTTP/1.1" 200 377 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" 
195.191.219.131 - - [03/May/2024:05:22:53 -0700] "GET / HTTP/1.1" 200 13106 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" 
195.191.219.131 - - [03/May/2024:05:23:40 -0700] "GET /robots.txt HTTP/1.1" 301 495 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" 
195.191.219.131 - - [03/May/2024:05:23:40 -0700] "GET /robots.txt HTTP/1.1" 200 377 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" 
195.191.219.131 - - [03/May/2024:05:23:42 -0700] "GET / HTTP/1.1" 301 419 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" 
195.191.219.131 - - [03/May/2024:05:23:44 -0700] "GET / HTTP/1.1" 200 13106 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" 
182.136.176.108 - - [03/May/2024:05:24:07 -0700] "GET / HTTP/1.1" 200 13184 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko)" 
182.136.176.108 - - [03/May/2024:05:24:08 -0700] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 328 "-" "Safari%E6%B5%8F%E8%A7%88%E5%99%A8/16615.3.12.11.5 CFNetwork/1240.0.4.5 Darwin/20.6.0" 
182.136.176.108 - - [03/May/2024:05:24:08 -0700] "GET /apple-touch-icon.png HTTP/1.1" 404 305 "-" "Safari%E6%B5%8F%E8%A7%88%E5%99%A8/16615.3.12.11.5 CFNetwork/1240.0.4.5 Darwin/20.6.0" 
182.136.176.108 - - [03/May/2024:05:24:09 -0700] "GET / HTTP/1.1" 200 13184 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1" 
182.136.176.108 - - [03/May/2024:05:24:09 -0700] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 305 "-" "Safari%E6%B5%8F%E8%A7%88%E5%99%A8/16615.3.12.11.5 CFNetwork/1240.0.4.5 Darwin/20.6.0" 
182.136.176.108 - - [03/May/2024:05:24:09 -0700] "GET /apple-touch-icon.png HTTP/1.1" 404 305 "-" "Safari%E6%B5%8F%E8%A7%88%E5%99%A8/16615.3.12.11.5 CFNetwork/1240.0.4.5 Darwin/20.6.0" 
77.74.210.41 - - [03/May/2024:05:28:31 -0700] "GET / HTTP/1.1" 200 13184 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0" 
77.74.210.41 - - [03/May/2024:05:28:31 -0700] "GET /css/style.css HTTP/1.1" 404 328 "http://www.secrepo.com/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0" 
77.74.210.41 - - [03/May/2024:05:28:31 -0700] "GET /GitHub-Mark.png HTTP/1.1" 200 7533 "http://www.secrepo.com/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0" 
77.74.210.41 - - [03/May/2024:05:28:31 -0700] "GET /twitter-icon.png HTTP/1.1" 200 27893 "http://www.secrepo.com/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0" 
77.74.210.41 - - [03/May/2024:05:28:31 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 690 "http://www.secrepo.com/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0" 
114.119.155.236 - - [03/May/2024:05:29:54 -0700] "GET /self.logs/error.log.2020-10-25 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
84.32.41.195 - - [03/May/2024:05:45:50 -0700] "GET /.well-known/ HTTP/1.1" 301 499 "-" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36" 
84.32.41.195 - - [03/May/2024:05:45:59 -0700] "GET /.well-known/ HTTP/1.1" 200 663 "-" "Mozlila/5.0 (Linux; Android 7.0; SM-G892A Bulid/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Moblie Safari/537.36" 
113.5.204.156 - - [03/May/2024:05:49:01 -0700] "GET /maccdc2012/tunnel.log.gz HTTP/1.1" 200 5282 "-" "Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/3.0)" 
116.167.59.179 - - [03/May/2024:05:49:04 -0700] "GET /maccdc2012/notice.log.gz HTTP/1.1" 200 20797 "-" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_3) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/57.0.872.0 Safari/531.2" 
111.25.174.101 - - [03/May/2024:05:49:05 -0700] "GET /maccdc2012/smtp.log.gz HTTP/1.1" 200 6956 "-" "Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/61.0.896.0 Mobile/85L153 Safari/534.1" 
66.249.70.194 - - [03/May/2024:05:56:33 -0700] "GET / HTTP/1.1" 200 13184 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.70.192 - - [03/May/2024:05:56:35 -0700] "GET /css/style.css HTTP/1.1" 404 328 "http://www.secrepo.com/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/122.0.6261.94 Safari/537.36" 
66.249.64.75 - - [03/May/2024:05:57:33 -0700] "GET /robots.txt HTTP/1.1" 301 495 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.70.193 - - [03/May/2024:05:57:33 -0700] "GET /robots.txt HTTP/1.1" 200 377 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.64.64 - - [03/May/2024:05:57:33 -0700] "GET / HTTP/1.1" 301 475 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.70.193 - - [03/May/2024:05:57:34 -0700] "GET / HTTP/1.1" 200 13161 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.70.194 - - [03/May/2024:05:57:37 -0700] "GET /css/style.css HTTP/1.1" 404 328 "http://www.secrepo.com/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/122.0.6261.94 Safari/537.36" 
84.246.85.11 - - [03/May/2024:06:03:27 -0700] "GET / HTTP/1.1" 301 438 "-" "2ip bot/1.1 (+http://2ip.io)" 
84.246.85.11 - - [03/May/2024:06:03:28 -0700] "GET / HTTP/1.1" 200 13146 "http://secrepo.com" "2ip bot/1.1 (+http://2ip.io)" 
84.246.85.11 - - [03/May/2024:06:03:28 -0700] "GET / HTTP/1.1" 301 438 "-" "2ip bot/1.1 (+http://2ip.io)" 
84.246.85.11 - - [03/May/2024:06:03:31 -0700] "GET / HTTP/1.1" 200 13146 "http://secrepo.com" "2ip bot/1.1 (+http://2ip.io)" 
84.246.85.11 - - [03/May/2024:06:03:31 -0700] "GET / HTTP/1.1" 301 438 "-" "2ip bot/1.1 (+http://2ip.io)" 
84.246.85.11 - - [03/May/2024:06:03:32 -0700] "GET / HTTP/1.1" 200 13146 "http://secrepo.com" "2ip bot/1.1 (+http://2ip.io)" 
114.119.139.166 - - [03/May/2024:06:20:53 -0700] "GET /Datasets%20Description/PE_malware/ HTTP/1.1" 200 686 "http://www.secrepo.com/Datasets%20Description/?C=M%3BO%3DA" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
114.119.137.143 - - [03/May/2024:06:22:15 -0700] "GET /self.logs/error.log.2020-03-11 HTTP/1.1" 200 1353 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
51.222.253.18 - - [03/May/2024:06:26:21 -0700] "GET /self.logs/2016/error.log.2016-12-04.gz HTTP/1.1" 200 775 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" 
38.170.230.26 - - [03/May/2024:06:28:54 -0700] "GET / HTTP/1.1" 301 475 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36" 
38.170.230.26 - - [03/May/2024:06:28:54 -0700] "GET / HTTP/1.1" 200 13184 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36" 
119.42.149.2 - - [03/May/2024:06:34:49 -0700] "GET /dd.php HTTP/1.1" 404 328 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0" 
114.119.140.107 - - [03/May/2024:06:44:34 -0700] "GET /self.logs/error.log.2020-03-04 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
111.68.8.162 - - [03/May/2024:06:44:40 -0700] "GET /includ HTTP/1.1" 429 486 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0" 
116.213.39.186 - - [03/May/2024:06:46:54 -0700] "GET /1234.php HTTP/1.1" 404 328 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0" 
207.241.236.85 - - [03/May/2024:06:47:25 -0700] "GET / HTTP/1.1" 301 438 "-" "Mozilla/5.0 (compatible; archive.org_bot +http://archive.org/details/archive.org_bot) Zeno/0569f25 warc/v0.8.33" 
157.55.39.49 - - [03/May/2024:06:51:17 -0700] "GET /self.logs/access.log.2019-01-10.gz HTTP/1.1" 200 27737 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36" 
66.249.70.194 - - [03/May/2024:06:57:11 -0700] "GET / HTTP/1.1" 200 13183 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.70.193 - - [03/May/2024:06:57:13 -0700] "GET /css/style.css HTTP/1.1" 404 328 "http://www.secrepo.com/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/122.0.6261.94 Safari/537.36" 
119.42.145.130 - - [03/May/2024:06:58:02 -0700] "GET /tages.php?ote HTTP/1.1" 404 328 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0" 
66.249.64.64 - - [03/May/2024:06:58:37 -0700] "GET / HTTP/1.1" 301 475 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.70.192 - - [03/May/2024:06:58:38 -0700] "GET / HTTP/1.1" 200 13183 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.70.193 - - [03/May/2024:06:58:40 -0700] "GET /css/style.css HTTP/1.1" 404 328 "http://www.secrepo.com/" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/122.0.6261.94 Safari/537.36" 
119.42.146.18 - - [03/May/2024:07:02:06 -0700] "GET /123.aspx HTTP/1.1" 404 328 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0" 
114.119.155.236 - - [03/May/2024:07:05:56 -0700] "GET /self.logs/error.log.2020-02-29 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
103.231.172.146 - - [03/May/2024:07:08:36 -0700] "GET /wp-login.php HTTP/1.1" 429 486 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0" 
51.222.253.20 - - [03/May/2024:07:12:52 -0700] "GET /self.logs/2016/error.log.2016-05-01.gz HTTP/1.1" 200 949 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" 
111.7.100.24 - - [03/May/2024:07:16:09 -0700] "GET / HTTP/1.1" 200 13147 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36" 
111.68.8.18 - - [03/May/2024:07:22:40 -0700] "GET /css/album.css HTTP/1.1" 404 328 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0" 
139.5.200.26 - - [03/May/2024:07:31:01 -0700] "GET /e/DoInfo/AddInfo.php HTTP/1.1" 429 486 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0" 
