114.119.149.81 - - [11/Jan/2022:02:44:31 -0800] "GET /self.logs/2015/error.log.2015-11-18.gz HTTP/1.1" 200 1067 "-" "Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
86.0.237.217 - - [11/Jan/2022:03:01:56 -0800] "GET /GitHub-Mark.png HTTP/1.1" 200 7556 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36" 
86.0.237.217 - - [11/Jan/2022:03:01:56 -0800] "GET /twitter-icon.png HTTP/1.1" 200 27916 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36" 
86.0.237.217 - - [11/Jan/2022:03:02:02 -0800] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 713 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36" 
86.0.237.217 - - [11/Jan/2022:03:02:43 -0800] "GET /css/style.css HTTP/1.1" 404 328 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36" 
86.0.237.217 - - [11/Jan/2022:03:05:10 -0800] "GET /pe_static/apt1.zip HTTP/1.1" 200 1983439 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36" 
87.116.160.246 - - [11/Jan/2022:03:12:34 -0800] "HEAD / HTTP/1.1" 200 396 "-" "Microsoft Office Word 2014" 
87.116.160.246 - - [11/Jan/2022:03:12:35 -0800] "GET / HTTP/1.1" 200 13186 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:95.0) Gecko/20100101 Firefox/95.0" 
87.116.160.246 - - [11/Jan/2022:03:12:35 -0800] "GET /css/style.css HTTP/1.1" 404 305 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:95.0) Gecko/20100101 Firefox/95.0" 
87.116.160.246 - - [11/Jan/2022:03:12:35 -0800] "GET /twitter-icon.png HTTP/1.1" 200 27893 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:95.0) Gecko/20100101 Firefox/95.0" 
87.116.160.246 - - [11/Jan/2022:03:12:35 -0800] "GET /GitHub-Mark.png HTTP/1.1" 200 7556 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:95.0) Gecko/20100101 Firefox/95.0" 
87.116.160.246 - - [11/Jan/2022:03:12:35 -0800] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 690 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:95.0) Gecko/20100101 Firefox/95.0" 
114.119.149.81 - - [11/Jan/2022:03:16:48 -0800] "GET /self.logs/access.log.2020-07-30.gz HTTP/1.1" 200 13139 "-" "Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
157.55.39.6 - - [11/Jan/2022:03:20:58 -0800] "GET /self.logs/error.log.2020-05-02 HTTP/1.1" 200 351 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" 
49.7.20.105 - - [11/Jan/2022:03:26:28 -0800] "GET / HTTP/1.1" 200 13149 "-" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
86.0.237.217 - - [11/Jan/2022:03:28:40 -0800] "GET / HTTP/1.1" 200 13186 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36" 
86.0.237.217 - - [11/Jan/2022:03:28:40 -0800] "GET /css/style.css HTTP/1.1" 404 305 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36" 
114.119.149.71 - - [11/Jan/2022:03:29:38 -0800] "GET /self.logs/access.log.2017-03-03.gz HTTP/1.1" 200 18289 "-" "Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
86.0.237.217 - - [11/Jan/2022:03:29:34 -0800] "GET /tg/a.zip HTTP/1.1" 200 66189448 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36" 
86.0.237.217 - - [11/Jan/2022:03:29:43 -0800] "GET /tg/a.zip HTTP/1.1" 200 48439880 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36" 
86.0.237.217 - - [11/Jan/2022:03:37:57 -0800] "GET /maccdc2012/files.log.gz HTTP/1.1" 200 51233469 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36" 
114.119.149.83 - - [11/Jan/2022:03:42:35 -0800] "GET /self.logs/error.log.2020-04-02.gz HTTP/1.1" 200 1140 "-" "Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
212.219.220.101 - - [11/Jan/2022:03:43:51 -0800] "GET / HTTP/1.1" 200 13186 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36" 
212.219.220.101 - - [11/Jan/2022:03:43:51 -0800] "GET /css/style.css HTTP/1.1" 404 305 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36" 
212.219.220.101 - - [11/Jan/2022:03:43:51 -0800] "GET /twitter-icon.png HTTP/1.1" 200 27916 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36" 
212.219.220.101 - - [11/Jan/2022:03:43:51 -0800] "GET /GitHub-Mark.png HTTP/1.1" 200 7556 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36" 
212.219.220.101 - - [11/Jan/2022:03:43:52 -0800] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 690 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36" 
49.7.20.102 - - [11/Jan/2022:03:44:21 -0800] "GET / HTTP/1.1" 200 13149 "-" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
66.249.66.86 - - [11/Jan/2022:03:48:00 -0800] "GET /ads.txt HTTP/1.1" 404 328 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
114.119.149.78 - - [11/Jan/2022:03:49:15 -0800] "GET /self.logs/access.log.2020-08-09.gz HTTP/1.1" 200 9673 "-" "Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
86.0.237.217 - - [11/Jan/2022:03:53:36 -0800] "GET /maccdc2012/dhcp.log.gz HTTP/1.1" 200 44977 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36" 
95.163.255.58 - - [11/Jan/2022:03:57:08 -0800] "GET /robots.txt HTTP/1.0" 200 340 "-" "Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/2.0; +http://go.mail.ru/help/robots)" 
95.163.255.53 - - [11/Jan/2022:03:57:10 -0800] "GET /self.logs/2015/?C=M;O=A HTTP/1.1" 200 7669 "-" "Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/2.0; +http://go.mail.ru/help/robots)" 
49.7.20.105 - - [11/Jan/2022:03:59:20 -0800] "GET / HTTP/1.1" 200 13149 "-" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
86.16.98.45 - - [11/Jan/2022:04:00:40 -0800] "GET / HTTP/1.1" 200 13186 "-" "Mozilla/5.0 (Linux; Android 12; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.70 Mobile Safari/537.36" 
86.16.98.45 - - [11/Jan/2022:04:00:40 -0800] "GET /css/style.css HTTP/1.1" 404 305 "http://www.secrepo.com/" "Mozilla/5.0 (Linux; Android 12; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.70 Mobile Safari/537.36" 
86.16.98.45 - - [11/Jan/2022:04:00:40 -0800] "GET /twitter-icon.png HTTP/1.1" 200 27916 "http://www.secrepo.com/" "Mozilla/5.0 (Linux; Android 12; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.70 Mobile Safari/537.36" 
86.16.98.45 - - [11/Jan/2022:04:00:40 -0800] "GET /GitHub-Mark.png HTTP/1.1" 200 7533 "http://www.secrepo.com/" "Mozilla/5.0 (Linux; Android 12; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.70 Mobile Safari/537.36" 
86.16.98.45 - - [11/Jan/2022:04:00:41 -0800] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 690 "http://www.secrepo.com/" "Mozilla/5.0 (Linux; Android 12; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.70 Mobile Safari/537.36" 
114.119.149.81 - - [11/Jan/2022:04:02:18 -0800] "GET /self.logs/error.log.2020-08-07.gz HTTP/1.1" 200 890 "-" "Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
114.119.149.81 - - [11/Jan/2022:04:08:55 -0800] "GET /self.logs/access.log.2019-12-27.gz HTTP/1.1" 200 13410 "-" "Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
114.119.149.71 - - [11/Jan/2022:04:21:19 -0800] "GET /self.logs/error.log.2020-03-16.gz HTTP/1.1" 200 872 "-" "Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
66.249.66.219 - - [11/Jan/2022:04:28:47 -0800] "GET / HTTP/1.1" 200 13186 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.66.85 - - [11/Jan/2022:04:28:49 -0800] "GET /css/style.css HTTP/1.1" 404 328 "http://www.secrepo.com/" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.66.157 - - [11/Jan/2022:04:28:50 -0800] "GET /css/style.css HTTP/1.1" 404 328 "http://www.secrepo.com/" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
84.153.77.120 - - [11/Jan/2022:04:30:44 -0800] "GET /Datasets%20Description/PE_malware/VirusShare.html HTTP/1.1" 200 1651 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15" 
84.153.77.120 - - [11/Jan/2022:04:30:44 -0800] "GET /favicon.ico HTTP/1.1" 200 391 "http://www.secrepo.com/Datasets%20Description/PE_malware/VirusShare.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15" 
84.153.77.120 - - [11/Jan/2022:04:31:05 -0800] "GET / HTTP/1.1" 200 13186 "http://www.secrepo.com/Datasets%20Description/PE_malware/VirusShare.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15" 
84.153.77.120 - - [11/Jan/2022:04:31:06 -0800] "GET /css/style.css HTTP/1.1" 404 305 "http://www.secrepo.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15" 
84.153.77.120 - - [11/Jan/2022:04:31:06 -0800] "GET /GitHub-Mark.png HTTP/1.1" 200 7533 "http://www.secrepo.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15" 
84.153.77.120 - - [11/Jan/2022:04:31:06 -0800] "GET /twitter-icon.png HTTP/1.1" 200 27916 "http://www.secrepo.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15" 
84.153.77.120 - - [11/Jan/2022:04:31:07 -0800] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 713 "http://www.secrepo.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15" 
114.119.149.71 - - [11/Jan/2022:04:34:00 -0800] "GET /self.logs/2015/error.log.2015-09-17.gz HTTP/1.1" 200 896 "-" "Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
116.15.164.220 - - [11/Jan/2022:04:43:21 -0800] "GET / HTTP/1.1" 200 13186 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36" 
116.15.164.220 - - [11/Jan/2022:04:43:21 -0800] "GET /css/style.css HTTP/1.1" 404 305 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36" 
116.15.164.220 - - [11/Jan/2022:04:43:21 -0800] "GET /twitter-icon.png HTTP/1.1" 200 27916 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36" 
116.15.164.220 - - [11/Jan/2022:04:43:21 -0800] "GET /GitHub-Mark.png HTTP/1.1" 200 7556 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36" 
116.15.164.220 - - [11/Jan/2022:04:43:22 -0800] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 690 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36" 
49.7.20.105 - - [11/Jan/2022:04:48:04 -0800] "GET / HTTP/1.1" 200 13149 "-" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
83.164.160.102 - - [11/Jan/2022:04:59:23 -0800] "GET / HTTP/1.1" 200 13186 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:95.0) Gecko/20100101 Firefox/95.0" 
83.164.160.102 - - [11/Jan/2022:04:59:23 -0800] "GET /css/style.css HTTP/1.1" 404 305 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:95.0) Gecko/20100101 Firefox/95.0" 
83.164.160.102 - - [11/Jan/2022:04:59:24 -0800] "GET /css/style.css HTTP/1.1" 404 305 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:95.0) Gecko/20100101 Firefox/95.0" 
114.119.149.83 - - [11/Jan/2022:04:59:21 -0800] "GET /self.logs/access.log.2017-03-09.gz HTTP/1.1" 200 22813 "-" "Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
83.164.160.102 - - [11/Jan/2022:04:59:26 -0800] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 690 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:95.0) Gecko/20100101 Firefox/95.0" 
83.164.160.102 - - [11/Jan/2022:04:59:23 -0800] "GET /self.logs/ HTTP/1.1" 200 33888 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:95.0) Gecko/20100101 Firefox/95.0" 
83.164.160.102 - - [11/Jan/2022:04:59:28 -0800] "GET /favicon.ico HTTP/1.1" 200 368 "http://www.secrepo.com/self.logs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:95.0) Gecko/20100101 Firefox/95.0" 
40.88.21.235 - - [11/Jan/2022:05:05:25 -0800] "GET / HTTP/1.1" 200 13186 "http://www.secrepo.com/" "Mozilla/5.0 (compatible; DuckDuckGo-Favicons-Bot/1.0; +http://duckduckgo.com)" 
40.88.21.235 - - [11/Jan/2022:05:05:25 -0800] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 690 "http://www.secrepo.com/bootstrap/img/favicon.ico" "Mozilla/5.0 (compatible; DuckDuckGo-Favicons-Bot/1.0; +http://duckduckgo.com)" 
114.119.149.71 - - [11/Jan/2022:05:05:52 -0800] "GET /self.logs/access.log.2020-08-08.gz HTTP/1.1" 200 14967 "-" "Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
51.222.253.10 - - [11/Jan/2022:05:12:45 -0800] "GET /Datasets%20Description/PE_malware/Zeus.html HTTP/1.1" 200 1654 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" 
114.119.149.81 - - [11/Jan/2022:05:18:30 -0800] "GET /self.logs/2015/access.log.2015-04-21.gz HTTP/1.1" 200 6771 "-" "Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
40.88.21.235 - - [11/Jan/2022:05:19:04 -0800] "GET / HTTP/1.1" 200 13186 "http://www.secrepo.com/" "Mozilla/5.0 (compatible; DuckDuckGo-Favicons-Bot/1.0; +http://duckduckgo.com)" 
40.88.21.235 - - [11/Jan/2022:05:19:04 -0800] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 690 "http://www.secrepo.com/bootstrap/img/favicon.ico" "Mozilla/5.0 (compatible; DuckDuckGo-Favicons-Bot/1.0; +http://duckduckgo.com)" 
66.249.66.15 - - [11/Jan/2022:05:22:47 -0800] "GET /Datasets%20Description/Network/dhcp.html HTTP/1.1" 304 276 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
49.7.20.105 - - [11/Jan/2022:05:36:44 -0800] "GET / HTTP/1.1" 200 13149 "-" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
183.83.211.14 - - [11/Jan/2022:05:38:52 -0800] "GET /Datasets%20Description/PE_malware/VirusShare.html HTTP/1.1" 200 1651 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36" 
183.83.211.14 - - [11/Jan/2022:05:38:52 -0800] "GET /favicon.ico HTTP/1.1" 200 368 "http://www.secrepo.com/Datasets%20Description/PE_malware/VirusShare.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36" 
183.83.211.14 - - [11/Jan/2022:05:39:00 -0800] "GET / HTTP/1.1" 200 13186 "http://www.secrepo.com/Datasets%20Description/PE_malware/VirusShare.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36" 
183.83.211.14 - - [11/Jan/2022:05:39:00 -0800] "GET /css/style.css HTTP/1.1" 404 305 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36" 
183.83.211.14 - - [11/Jan/2022:05:39:01 -0800] "GET /twitter-icon.png HTTP/1.1" 200 27893 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36" 
183.83.211.14 - - [11/Jan/2022:05:39:01 -0800] "GET /GitHub-Mark.png HTTP/1.1" 200 7533 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36" 
183.83.211.14 - - [11/Jan/2022:05:39:01 -0800] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 713 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36" 
183.83.211.14 - - [11/Jan/2022:05:39:30 -0800] "GET /Datasets%20Description/PE_malware/VirusShare.html HTTP/1.1" 200 1651 "-" "WhatsApp/2.21.24.22 A" 
183.83.211.14 - - [11/Jan/2022:05:40:30 -0800] "GET /css/style.css HTTP/1.1" 404 328 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36" 
82.44.204.46 - - [11/Jan/2022:05:41:31 -0800] "GET /Datasets%20Description/PE_malware/VirusShare.html HTTP/1.1" 200 1651 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1" 
82.44.204.46 - - [11/Jan/2022:05:41:31 -0800] "GET /favicon.ico HTTP/1.1" 304 251 "http://www.secrepo.com/Datasets%20Description/PE_malware/VirusShare.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1" 
82.44.204.46 - - [11/Jan/2022:05:41:45 -0800] "GET / HTTP/1.1" 200 13186 "http://www.secrepo.com/Datasets%20Description/PE_malware/VirusShare.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1" 
82.44.204.46 - - [11/Jan/2022:05:41:46 -0800] "GET /bootstrap/img/favicon.ico HTTP/1.1" 304 263 "http://www.secrepo.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1" 
116.179.32.142 - - [11/Jan/2022:05:44:59 -0800] "GET /honeypot/Honeypot%20-%20Howto%20-%20BSides%20Austin.pdf HTTP/1.1" 200 2928534 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" 
